total_area,num_rooms,num_bedrooms,num_bathrooms,num_living_rooms,num_kitchens,quality_score,complexity_score,estimated_cost
202.4,8,3,2,2,1,3,2,118473.47
105.67,6,2,2,1,1,8,3,119713.18
174.47,6,2,2,1,1,7,5,164976.64
155.99,6,2,1,2,1,4,6,108763.69
152.7,6,2,2,1,1,7,6,147186.45
113.29,6,3,1,1,1,4,4,80775.3
208.98,8,4,1,2,1,3,1,117475.66
237.97,9,3,3,2,1,3,3,144130.4
104.84,4,1,1,1,1,9,6,119220.51
198.98,8,3,2,2,1,7,7,193181.88
246.0,10,4,4,1,1,7,2,224351.31
207.64,8,2,3,2,1,3,5,133290.82
193.18,9,4,3,1,1,5,1,146216.24
217.14,8,4,2,1,1,8,5,219820.57
152.76,6,3,1,1,1,3,4,96684.98
111.07,4,1,1,1,1,7,1,100473.46
163.8,7,3,2,1,1,4,4,116143.01
200.0,7,2,2,2,1,5,3,151759.11
134.14,6,2,2,1,1,8,3,141274.22
128.91,6,2,2,1,1,8,1,132587.47
173.73,6,2,2,1,1,8,7,182015.54
205.03,7,2,3,1,1,6,5,177349.15
154.09,6,3,1,1,1,9,1,158839.23
254.06,9,4,2,2,1,3,3,149916.6
110.44,5,1,2,1,1,5,2,91027.4
113.07,6,3,1,1,1,6,1,96576.28
150.27,6,3,1,1,1,6,1,123616.49
127.62,6,2,1,2,1,4,7,94826.57
166.94,8,4,2,1,1,9,4,184839.82
180.69,7,3,2,1,1,7,6,173931.5
140.16,5,1,2,1,1,4,3,96558.9
132.35,5,2,1,1,1,9,4,144849.39
114.91,6,3,1,1,1,8,5,125516.23
159.14,6,2,2,1,1,9,1,168122.61
95.98,5,1,2,1,1,7,5,102487.49
112.79,6,1,2,2,1,3,3,70743.11
94.59,5,2,1,1,1,9,4,112607.38
145.16,6,2,2,1,1,6,3,124052.86
169.36,7,4,1,1,1,8,5,171103.94
165.93,7,2,2,2,1,4,1,111441.76
175.51,7,3,2,1,1,7,7,172543.17
140.54,5,2,1,1,1,4,4,98238.66
220.21,10,4,4,1,1,8,1,220840.81
111.17,5,2,1,1,1,7,6,110365.65
136.21,6,2,2,1,1,3,5,87085.38
154.55,6,3,1,1,1,4,1,102299.74
178.41,6,3,1,1,1,4,3,118111.24
115.8,6,3,1,1,1,3,3,69273.0
111.72,4,1,1,1,1,3,2,67351.41
149.05,7,3,2,1,1,7,6,147343.3
156.38,7,2,3,1,1,5,5,126910.53
155.88,7,3,2,1,1,5,4,125072.14
91.98,5,1,2,1,1,7,4,95580.83
163.28,6,2,2,1,1,9,6,183299.65
221.09,9,4,3,1,1,8,4,223734.02
112.34,4,1,1,1,1,3,5,68965.21
233.68,8,1,4,2,1,8,4,234942.24
183.72,8,3,3,1,1,3,4,113931.41
151.54,8,2,3,2,1,3,2,96013.65
164.9,9,4,2,2,1,3,5,106765.49
134.57,5,2,1,1,1,9,2,144856.58
114.48,6,3,1,1,1,9,6,133466.43
151.57,7,3,2,1,1,8,5,158989.6
187.84,7,4,1,1,1,8,4,185417.88
158.61,6,2,2,1,1,9,4,175285.7
141.12,8,3,3,1,1,8,3,152749.71
88.27,5,2,1,1,1,8,7,103761.14
155.44,6,3,1,1,1,9,7,175192.04
125.15,7,4,1,1,1,4,5,89328.78
187.21,8,3,3,1,1,3,5,118190.59
170.46,6,3,1,1,1,8,7,176654.42
145.34,7,3,2,1,1,6,5,129983.58
129.79,6,2,2,1,1,7,4,128005.49
186.6,7,3,2,1,1,7,7,181012.15
175.87,6,3,1,1,1,4,6,122342.19
96.72,5,2,1,1,1,5,6,83543.87
205.11,7,2,2,2,1,9,2,213161.75
129.83,7,2,2,2,1,9,7,158691.88
146.46,5,2,1,1,1,3,2,88060.91
132.29,6,3,1,1,1,3,1,74991.87
209.77,7,2,3,1,1,4,6,149957.16
169.92,8,3,3,1,1,9,6,196174.08
174.31,6,2,2,1,1,5,1,129225.84
221.11,8,4,1,2,1,9,3,226937.26
210.15,8,4,2,1,1,9,1,215751.94
185.61,7,3,2,1,1,4,2,125582.71
148.26,6,2,1,2,1,6,3,125592.29
190.25,7,2,3,1,1,6,1,156123.91
96.08,4,1,1,1,1,8,2,96815.31
138.91,6,3,1,1,1,9,5,154635.39
223.14,9,4,3,1,1,5,6,179165.0
151.65,8,2,3,2,1,8,4,163911.02
140.02,5,1,1,2,1,4,2,96156.76
156.17,7,3,1,2,1,9,1,165169.58
87.83,4,1,1,1,1,9,6,107175.0
172.15,7,1,4,1,1,3,6,114641.98
167.14,7,4,1,1,1,5,4,127434.18
207.37,7,3,2,1,1,9,3,215255.95
151.65,6,3,1,1,1,8,5,155040.02
90.68,5,1,2,1,1,6,3,89387.18
129.06,7,3,1,2,1,4,6,96339.95
221.3,8,3,3,1,1,6,7,193454.04
156.52,7,3,2,1,1,7,4,150878.67
144.94,5,2,1,1,1,5,2,107616.97
163.09,6,2,2,1,1,5,2,120899.88
178.97,10,4,4,1,1,5,5,149919.8
70.82,4,1,1,1,1,5,4,61254.8
160.58,7,4,1,1,1,8,1,153797.43
200.56,7,3,2,1,1,5,3,151082.68
148.19,6,3,1,1,1,4,6,107360.45
147.95,6,1,3,1,1,9,3,164928.44
243.53,9,3,3,2,1,6,6,210426.89
111.19,4,1,1,1,1,5,1,84007.81
102.89,5,1,2,1,1,6,7,98046.93
150.12,6,2,2,1,1,3,7,99163.7
163.1,6,3,1,1,1,8,6,170164.3
153.56,7,3,2,1,1,7,2,143861.51
141.6,5,2,1,1,1,5,6,112741.13
162.86,7,3,2,1,1,5,1,118535.82
139.39,6,3,1,1,1,5,5,109413.2
118.51,5,2,1,1,1,9,1,123138.74
79.61,4,1,1,1,1,4,3,58932.51
202.75,7,3,1,2,1,4,2,130680.1
205.66,8,4,2,1,1,7,1,179589.79
102.38,5,2,1,1,1,5,6,82405.87
113.48,6,3,1,1,1,3,6,73333.87
140.89,8,3,3,1,1,6,5,133236.44
137.29,6,2,2,1,1,5,4,108652.19
127.38,5,2,1,1,1,3,4,80413.51
180.39,8,3,3,1,1,5,3,142483.23
107.45,5,2,1,1,1,6,4,97748.33
142.26,7,2,2,2,1,8,2,147471.7
131.57,7,4,1,1,1,7,5,131600.63
149.38,8,3,2,2,1,9,5,176095.09
115.74,6,1,2,2,1,4,3,84418.31
88.76,4,1,1,1,1,6,2,76446.93
113.52,6,3,1,1,1,6,3,102065.02
187.07,7,4,1,1,1,4,1,121355.34
103.89,4,1,1,1,1,3,4,67249.26
88.95,5,2,1,1,1,9,5,107679.83
209.25,9,5,2,1,1,9,1,216787.17
117.77,6,2,2,1,1,8,4,131585.87
126.38,5,2,1,1,1,8,7,137415.62
110.57,5,1,2,1,1,4,6,84120.57
151.5,6,2,2,1,1,7,7,148982.0
99.06,5,2,1,1,1,9,6,117913.58
103.27,4,1,1,1,1,7,4,98915.84
148.35,5,2,1,1,1,9,3,156558.96
104.4,5,2,1,1,1,4,4,75143.8
268.52,9,4,3,1,1,9,4,283961.72
110.65,6,3,1,1,1,8,6,121769.09
159.63,8,4,2,1,1,9,2,175148.09
153.73,8,3,3,1,1,3,7,103066.83
135.08,6,3,1,1,1,5,5,107141.05
136.46,6,2,2,1,1,8,1,138046.54
151.59,6,2,2,1,1,3,5,95891.4
202.14,7,3,1,2,1,9,4,213403.62
113.18,4,1,1,1,1,5,7,92097.6
107.63,4,1,1,1,1,7,2,100231.47
179.96,6,3,1,1,1,8,7,183914.73
114.63,5,2,1,1,1,9,7,135666.09
160.63,8,5,1,1,1,7,7,155478.57
128.51,7,4,1,1,1,9,4,146662.91
241.27,9,3,3,2,1,5,1,176851.05
141.62,7,4,1,1,1,8,6,148975.07
132.02,6,2,1,2,1,3,6,84010.47
173.43,8,3,3,1,1,6,6,155229.21
109.1,6,2,2,1,1,8,5,123330.62
138.0,6,3,1,1,1,3,7,87813.42
154.51,6,1,3,1,1,4,3,107669.51
88.79,5,2,1,1,1,3,3,57924.94
221.96,8,2,4,1,1,6,7,198367.28
128.73,7,2,2,2,1,8,1,136537.84
156.53,6,2,2,1,1,7,5,151331.1
144.47,5,2,1,1,1,5,5,112959.47
144.73,6,1,2,2,1,5,6,116941.44
97.47,5,2,1,1,1,4,1,70609.08
116.36,6,3,1,1,1,8,4,123850.88
173.48,6,2,2,1,1,4,4,120586.61
142.46,8,4,1,2,1,8,1,144416.08
124.01,6,1,3,1,1,6,7,121747.19
111.25,6,2,1,2,1,8,3,119129.45
153.61,6,2,2,1,1,7,7,152641.04
98.86,4,1,1,1,1,4,5,72055.77
125.39,6,3,1,1,1,4,7,94417.84
159.2,7,3,2,1,1,5,3,122381.84
154.56,6,2,1,2,1,7,7,148120.52
209.76,8,3,3,1,1,4,6,148663.76
148.68,6,3,1,1,1,3,4,90975.8
149.7,5,1,2,1,1,5,2,113343.35
121.57,6,2,2,1,1,8,7,138119.09
96.6,5,1,2,1,1,9,3,114980.76
90.91,5,1,1,2,1,3,5,57784.89
175.75,9,4,3,1,1,5,7,147211.4
130.66,7,3,1,2,1,3,5,83425.52
108.72,6,3,1,1,1,3,7,70718.73
142.88,7,2,2,2,1,4,7,108073.46
82.43,4,1,1,1,1,3,2,48864.41
187.63,8,3,2,2,1,8,7,198060.43
143.92,5,1,2,1,1,3,4,90813.63
138.82,5,1,2,1,1,4,7,104063.9
104.8,5,2,1,1,1,9,2,118571.66
179.92,8,4,2,1,1,8,4,184181.43
159.95,6,3,1,1,1,4,7,116377.19
88.87,5,2,1,1,1,4,6,68825.1
83.86,4,1,1,1,1,7,7,88988.34
111.21,6,3,1,1,1,7,7,114693.34
146.82,6,3,1,1,1,6,4,128279.81
118.15,5,2,1,1,1,8,3,121557.86
148.43,8,4,2,1,1,3,3,91784.5
104.06,5,2,1,1,1,6,6,94941.41
172.56,6,2,2,1,1,7,3,153952.79
103.86,4,1,1,1,1,5,1,77755.94
236.43,8,2,3,2,1,5,5,183797.46
200.67,7,3,2,1,1,6,2,162709.74
187.57,8,3,3,1,1,4,5,132045.91
164.03,6,1,3,1,1,3,4,102771.03
124.65,7,3,2,1,1,7,7,129941.49
162.86,6,2,2,1,1,7,5,152288.26
89.02,5,2,1,1,1,6,4,80555.64
117.8,6,3,1,1,1,9,7,138060.61
137.0,5,2,1,1,1,6,7,119950.63
120.64,6,2,2,1,1,8,3,130178.15
108.98,5,2,1,1,1,8,5,117201.86
160.11,6,1,3,1,1,8,7,173474.34
148.82,6,2,1,2,1,3,4,92700.28
178.56,6,3,1,1,1,6,7,153757.49
208.37,7,3,1,2,1,6,1,163195.04
151.54,6,2,2,1,1,4,6,110513.29
90.09,4,1,1,1,1,7,1,85184.21
108.2,5,1,1,2,1,7,6,109601.8
89.05,4,1,1,1,1,6,5,81379.38
174.28,8,4,1,2,1,6,6,153013.33
146.25,5,1,2,1,1,5,5,115492.41
158.82,8,4,2,1,1,7,6,154049.88
88.56,5,2,1,1,1,8,3,97089.36
148.13,5,1,1,2,1,7,6,138231.07
152.59,7,3,1,2,1,4,3,107882.83
148.47,5,2,1,1,1,7,7,140609.21
108.73,4,1,1,1,1,5,3,84899.05
128.5,7,2,3,1,1,8,1,137448.6
112.86,6,3,1,1,1,6,3,99595.78
143.33,6,3,1,1,1,6,2,117410.29
126.15,6,3,1,1,1,8,6,134117.95
187.7,8,3,2,2,1,9,3,204488.9
210.15,8,4,2,1,1,8,7,218709.99
128.02,7,3,2,1,1,8,7,146944.02
151.74,8,3,2,2,1,4,6,111403.48
118.31,5,2,1,1,1,3,1,71452.79
165.93,9,3,3,2,1,9,7,201995.54
201.41,7,3,1,2,1,5,6,157284.24
184.61,8,4,2,1,1,9,5,205511.72
104.18,5,1,2,1,1,9,1,119412.85
162.48,8,3,3,1,1,9,7,197164.17
152.95,6,2,1,2,1,6,3,128897.66
119.55,5,2,1,1,1,3,6,74734.24
146.01,6,2,2,1,1,9,4,163385.04
145.47,7,2,2,2,1,9,1,162262.83
189.0,8,3,2,2,1,8,5,197120.8
252.03,9,4,3,1,1,7,7,240876.39
160.75,9,3,4,1,1,8,2,172429.72
154.68,8,3,3,1,1,4,7,119311.48
149.63,6,1,2,2,1,7,4,142525.79
123.24,7,2,3,1,1,5,4,108512.05
128.11,6,1,2,2,1,6,2,113449.59
168.98,6,2,1,2,1,7,5,154920.48
135.63,6,3,1,1,1,9,2,143598.16
168.16,6,3,1,1,1,6,7,148685.03
209.95,7,2,3,1,1,7,6,201722.81
137.51,5,1,2,1,1,8,5,145431.78
174.74,6,3,1,1,1,7,5,161145.09
148.9,6,2,1,2,1,8,4,146744.55
191.35,7,3,2,1,1,8,1,182465.07
149.54,6,1,2,2,1,8,7,161558.68
120.35,5,1,2,1,1,9,1,134839.96
130.76,7,3,2,1,1,6,1,115013.79
135.08,5,2,1,1,1,4,6,93975.46
142.86,6,3,1,1,1,3,7,90122.41
179.94,7,3,2,1,1,3,6,111559.12
101.83,5,2,1,1,1,7,6,102996.14
143.98,8,3,2,2,1,3,5,91602.59
227.57,8,4,2,1,1,7,4,205983.52
108.12,6,1,3,1,1,8,3,123794.41
96.12,4,1,1,1,1,9,6,113157.11
193.38,7,2,3,1,1,6,6,169513.71
148.33,6,3,1,1,1,7,3,131096.13
101.67,5,2,1,1,1,6,1,86846.68
145.58,6,2,2,1,1,3,7,97446.5
90.18,5,1,2,1,1,9,1,106863.01
179.0,7,4,1,1,1,6,1,141182.7
171.95,6,2,1,2,1,7,7,167305.89
162.33,6,3,1,1,1,4,7,116666.23
121.15,6,2,2,1,1,4,3,87050.69
171.55,6,2,2,1,1,9,2,179139.21
90.61,4,1,1,1,1,4,4,65787.07
190.06,8,4,1,2,1,4,7,135993.4
152.87,7,2,3,1,1,7,2,145161.53
196.46,7,4,1,1,1,3,1,112984.31
169.27,7,4,1,1,1,6,1,136955.26
122.53,5,1,2,1,1,7,4,120630.57
150.7,7,3,2,1,1,4,6,110931.97
190.0,7,3,2,1,1,3,6,120005.73
181.58,7,3,2,1,1,8,5,185333.97
129.4,5,2,1,1,1,8,5,135189.5
168.0,7,4,1,1,1,5,2,124076.81
235.32,9,3,3,2,1,9,1,243054.17
107.69,5,1,2,1,1,8,3,115971.85
93.71,5,1,2,1,1,8,1,104496.36
155.4,6,2,2,1,1,4,4,107972.4
268.23,9,3,4,1,1,6,7,236120.7
156.05,6,2,2,1,1,3,2,91050.21
106.07,5,1,2,1,1,9,3,122499.74
111.01,5,2,1,1,1,7,6,108786.65
176.84,7,4,1,1,1,8,2,172949.89
106.29,6,3,1,1,1,3,5,68094.35
132.76,7,4,1,1,1,9,7,156053.03
228.5,9,4,3,1,1,7,3,208353.27
114.46,4,1,1,1,1,9,3,124812.45
106.8,5,2,1,1,1,9,2,120093.49
76.75,4,1,1,1,1,5,4,66950.97
147.64,7,3,1,2,1,8,4,152648.02
108.7,5,2,1,1,1,4,4,78439.17
115.73,6,3,1,1,1,7,4,112538.47
123.63,7,3,2,1,1,4,1,89279.47
125.66,5,1,2,1,1,9,5,142221.93
113.86,5,2,1,1,1,5,4,90980.75
112.39,6,3,1,1,1,4,4,81174.46
127.08,6,3,1,1,1,6,5,113030.72
132.45,5,1,2,1,1,7,3,124657.84
123.48,6,2,1,2,1,9,5,141432.02
71.04,4,1,1,1,1,6,7,73572.79
110.37,6,2,2,1,1,3,6,73251.71
211.54,8,3,3,1,1,7,6,201765.6
195.63,7,3,2,1,1,4,2,130551.33
108.13,5,2,1,1,1,9,6,126209.53
141.78,7,3,2,1,1,9,2,158840.21
129.88,7,4,1,1,1,8,6,141827.61
192.4,7,3,1,2,1,9,5,206818.49
124.22,6,2,2,1,1,4,6,94705.54
139.86,5,1,1,2,1,7,4,129273.67
205.89,8,5,1,1,1,4,1,134216.44
204.41,8,4,2,1,1,5,5,161097.23
171.69,7,3,2,1,1,3,2,103810.7
88.82,5,1,2,1,1,5,2,76715.93
201.07,8,4,1,2,1,7,3,178888.74
165.07,6,2,2,1,1,9,1,173088.66
132.51,7,2,2,2,1,8,4,141892.26
173.27,6,2,2,1,1,6,6,152843.85
197.08,9,3,3,2,1,7,2,183046.34
158.61,6,2,2,1,1,3,3,97030.22
126.88,6,3,1,1,1,6,4,111271.28
151.09,7,3,2,1,1,8,1,152652.69
157.5,6,3,1,1,1,4,4,107395.84
165.71,8,5,1,1,1,9,1,173270.64
141.61,7,3,1,2,1,9,6,162077.97
100.11,4,1,1,1,1,7,6,102710.35
228.06,8,3,2,2,1,4,1,148641.25
254.25,9,3,3,2,1,6,1,202078.8
168.01,9,4,2,2,1,3,3,102400.96
126.22,5,2,1,1,1,6,4,107039.7
135.85,5,2,1,1,1,8,2,130368.35
138.54,5,2,1,1,1,6,6,122493.91
153.33,6,3,1,1,1,6,4,131392.8
156.83,7,4,1,1,1,3,7,99179.79
106.73,6,2,2,1,1,5,7,93648.81
160.69,6,3,1,1,1,3,1,95719.3
168.09,7,3,1,2,1,6,1,135634.18
142.94,6,2,2,1,1,7,7,143841.79
184.36,7,4,1,1,1,9,7,205234.71
142.25,6,3,1,1,1,7,7,140344.38
201.89,8,4,2,1,1,9,4,218328.53
147.64,6,3,1,1,1,8,6,151436.33
138.75,6,2,2,1,1,8,7,151154.71
123.38,7,3,2,1,1,4,1,86550.95
127.17,5,2,1,1,1,3,6,82299.0
144.47,6,3,1,1,1,4,2,97108.46
147.53,5,2,1,1,1,8,5,148818.46
141.52,7,4,1,1,1,8,2,142028.26
91.15,5,2,1,1,1,4,6,68301.51
105.48,6,3,1,1,1,8,1,111308.84
123.01,5,2,1,1,1,7,1,109361.75
165.98,7,3,2,1,1,9,4,185052.37
108.37,5,2,1,1,1,6,3,93141.37
201.69,7,3,1,2,1,9,1,202369.03
153.75,6,3,1,1,1,9,3,162823.84
136.23,7,3,2,1,1,7,5,137669.33
216.01,8,3,2,2,1,6,3,177731.01
77.33,4,1,1,1,1,3,4,52396.34
192.19,7,3,2,1,1,6,6,167214.01
146.39,8,3,3,1,1,6,1,127250.92
221.35,8,4,2,1,1,5,5,170365.06
125.23,7,2,2,2,1,5,3,101008.56
175.37,6,3,1,1,1,5,7,136646.29
226.85,8,3,3,1,1,3,5,140375.82
185.1,9,4,2,2,1,5,1,138209.6
182.22,7,4,1,1,1,4,4,122975.56
141.66,5,2,1,1,1,8,7,148281.29
175.06,6,3,1,1,1,9,6,190205.55
139.01,5,2,1,1,1,4,7,101646.55
223.68,8,3,3,1,1,3,6,140901.64
177.33,6,2,2,1,1,5,5,137993.39
177.46,8,4,1,2,1,7,3,162161.24
153.38,7,4,1,1,1,8,3,152919.87
177.62,6,2,2,1,1,5,5,137961.0
206.35,7,2,3,1,1,6,6,179352.93
159.18,7,4,1,1,1,7,5,151210.2
217.22,8,3,3,1,1,6,7,189935.21
153.68,6,2,1,2,1,9,4,169122.07
202.04,7,4,1,1,1,4,2,133020.24
195.0,7,3,2,1,1,9,7,215966.15
161.87,6,3,1,1,1,5,2,119651.48
125.0,6,2,2,1,1,6,4,110659.17
96.81,5,1,2,1,1,9,3,118588.04
117.26,5,2,1,1,1,4,5,85512.0
140.42,8,4,1,2,1,3,6,91823.65
191.43,7,3,2,1,1,5,6,153002.22
88.39,5,1,2,1,1,5,4,78339.42
128.13,7,3,1,2,1,8,5,136642.63
96.72,5,1,2,1,1,9,5,122641.22
124.0,5,2,1,1,1,7,2,112766.93
107.94,6,3,1,1,1,4,6,82988.56
145.76,6,3,1,1,1,3,6,94080.39
208.8,7,3,2,1,1,9,3,220610.08
104.77,5,2,1,1,1,4,5,74648.07
142.32,5,2,1,1,1,8,1,137334.71
165.57,6,3,1,1,1,7,6,154440.62
160.74,7,4,1,1,1,8,7,170384.63
127.08,6,2,2,1,1,8,5,138133.59
171.42,6,3,1,1,1,7,5,157526.5
146.66,5,2,1,1,1,3,3,87936.15
156.54,6,2,2,1,1,4,7,114381.5
174.06,7,2,3,1,1,6,5,155484.9
132.58,5,1,2,1,1,5,2,99674.15
158.3,7,2,2,2,1,8,4,164187.56
190.56,7,4,1,1,1,7,6,178782.47
104.18,5,2,1,1,1,3,6,70582.4
127.23,7,4,1,1,1,3,4,84039.71
155.91,6,3,1,1,1,7,3,140220.71
127.14,6,3,1,1,1,8,1,128690.61
112.57,6,1,3,1,1,8,5,130464.4
125.33,6,2,1,2,1,9,7,150629.08
172.67,8,4,1,2,1,7,5,163368.23
221.81,9,4,3,1,1,4,2,151378.25
238.33,8,3,3,1,1,9,2,247881.44
184.53,9,4,2,2,1,4,5,132798.67
123.46,5,2,1,1,1,6,7,112532.72
177.19,7,4,1,1,1,5,2,129906.22
117.17,6,2,2,1,1,8,1,122486.23
136.34,6,2,2,1,1,4,1,91958.47
239.94,8,3,2,2,1,9,7,265179.16
233.03,8,4,2,1,1,7,5,211275.98
149.14,8,2,3,2,1,9,2,174391.85
265.43,9,2,4,2,1,9,1,273216.43
140.57,7,4,1,1,1,5,2,106532.39
187.89,7,3,2,1,1,7,7,183167.01
154.46,6,3,1,1,1,3,4,95277.85
108.12,5,2,1,1,1,5,5,88114.14
94.73,5,2,1,1,1,9,2,109341.7
94.29,5,1,2,1,1,6,2,88030.93
131.02,7,2,2,2,1,3,2,79795.09
230.26,8,4,2,1,1,3,3,134979.66
201.56,7,2,2,2,1,6,4,169691.58
196.68,8,4,1,2,1,7,4,179291.66
130.14,5,2,1,1,1,9,4,143439.84
91.3,5,2,1,1,1,5,6,77416.32
158.38,7,3,2,1,1,9,1,171020.31
167.18,6,2,1,2,1,7,1,145252.69
109.28,6,3,1,1,1,8,6,121522.09
130.76,5,2,1,1,1,5,4,100270.17
178.05,6,2,2,1,1,6,3,150074.31
166.43,7,3,1,2,1,9,6,184597.43
110.42,6,2,1,2,1,6,2,95270.01
107.37,4,1,1,1,1,7,3,103453.07
159.09,6,3,1,1,1,5,1,115331.33
145.3,5,2,1,1,1,4,5,102564.81
193.93,9,4,2,2,1,9,1,203225.68
169.63,6,3,1,1,1,9,2,172513.58
101.93,5,2,1,1,1,5,7,84794.03
125.72,6,2,2,1,1,5,3,100843.83
189.28,7,2,3,1,1,7,3,174868.92
187.39,8,5,1,1,1,7,5,174892.65
185.31,7,4,1,1,1,9,3,193680.31
132.39,6,2,2,1,1,7,5,133740.0
226.29,8,2,4,1,1,3,7,148122.94
108.94,5,2,1,1,1,4,6,81110.84
96.03,5,2,1,1,1,4,4,68978.75
78.42,4,1,1,1,1,7,6,84219.04
142.18,8,3,3,1,1,4,2,103736.92
117.71,4,1,1,1,1,3,3,73758.64
178.95,7,2,2,2,1,5,1,132553.13
128.91,5,2,1,1,1,3,6,83864.37
240.98,10,5,3,1,1,9,7,274117.97
96.89,5,1,2,1,1,6,2,89028.43
134.0,5,2,1,1,1,4,6,96516.89
100.26,5,1,1,2,1,3,5,65559.25
83.65,4,1,1,1,1,5,4,69171.89
146.78,6,3,1,1,1,8,6,151352.84
114.97,5,1,2,1,1,7,2,111002.58
186.03,7,3,2,1,1,5,4,142196.13
140.25,6,3,1,1,1,6,6,124138.2
129.53,6,2,2,1,1,3,7,86724.09
125.98,6,2,1,2,1,8,5,134460.6
204.8,7,3,2,1,1,6,7,177384.8
166.16,7,3,1,2,1,7,7,159474.91
129.38,7,3,2,1,1,6,7,120803.99
151.29,6,3,1,1,1,3,2,89214.84
211.21,8,3,2,2,1,3,5,132028.97
133.08,6,2,2,1,1,4,1,90760.04
95.88,5,1,1,2,1,6,7,93965.7
134.95,6,3,1,1,1,3,4,83702.48
176.72,6,1,2,2,1,3,6,111884.94
141.07,6,2,2,1,1,4,7,105766.49
135.81,7,3,2,1,1,7,3,132710.75
117.62,6,2,2,1,1,5,3,96404.43
93.74,5,2,1,1,1,3,4,61000.9
156.68,7,2,3,1,1,6,7,147610.31
209.81,7,2,3,1,1,5,3,155904.42
157.68,7,3,2,1,1,8,7,171369.38
106.28,6,2,2,1,1,8,1,112749.39
104.81,5,1,2,1,1,5,2,82482.65
147.38,7,3,2,1,1,9,3,165173.22
234.71,8,3,2,2,1,8,7,239527.83
135.96,5,2,1,1,1,3,4,86949.71
141.98,7,2,3,1,1,8,5,156311.73
124.83,7,4,1,1,1,3,1,76761.92
168.32,6,3,1,1,1,4,2,110876.56
107.09,6,2,2,1,1,7,3,107829.62
110.19,6,2,2,1,1,8,1,120293.41
91.32,5,2,1,1,1,8,1,93963.92
115.56,4,1,1,1,1,5,5,93132.99
192.74,7,2,3,1,1,3,4,116895.2
156.64,8,2,3,2,1,9,3,179004.57
183.27,8,3,2,2,1,4,6,132295.2
121.64,5,1,2,1,1,7,7,123417.38
148.22,8,4,2,1,1,3,7,99066.75
127.06,6,2,1,2,1,9,3,142125.42
149.87,6,3,1,1,1,7,2,135268.81
87.8,5,2,1,1,1,8,2,96056.55
135.96,6,3,1,1,1,9,4,150565.91
110.45,6,2,2,1,1,8,4,123755.72
103.38,5,1,1,2,1,9,5,122626.61
169.51,7,3,2,1,1,5,2,130145.84
171.36,6,3,1,1,1,3,6,103523.4
135.3,7,3,2,1,1,5,1,105370.7
169.26,6,2,1,2,1,5,6,130850.4
190.56,8,3,3,1,1,8,4,196019.37
114.82,4,1,1,1,1,9,1,120404.43
169.68,7,4,1,1,1,9,5,185326.91
121.39,5,2,1,1,1,9,4,134834.03
228.29,8,3,3,1,1,6,1,184472.88
161.87,7,3,2,1,1,5,7,132263.66
117.84,6,3,1,1,1,7,1,112267.29
191.9,10,5,2,2,1,6,2,161225.86
127.33,7,2,3,1,1,4,4,95449.1
175.66,6,2,1,2,1,7,4,156854.78
190.93,7,3,2,1,1,8,1,181704.73
234.87,9,4,3,1,1,7,1,208122.61
178.35,6,2,2,1,1,8,3,176444.44
106.76,6,1,2,2,1,7,5,113017.33
165.41,7,3,2,1,1,7,3,155280.35
149.96,7,3,2,1,1,9,7,177271.68
217.46,8,3,3,1,1,8,5,221605.52
165.16,6,2,1,2,1,6,4,142320.41
149.87,6,2,1,2,1,9,2,161207.61
95.04,5,2,1,1,1,6,4,87603.4
90.44,5,2,1,1,1,5,2,73752.09
235.79,8,3,2,2,1,6,4,192505.81
177.0,7,1,3,2,1,9,4,199978.16
191.11,8,4,2,1,1,6,7,172585.59
117.76,5,2,1,1,1,6,6,104740.72
112.49,6,1,2,2,1,5,3,95721.19
224.04,8,4,1,2,1,9,7,243968.42
113.17,6,3,1,1,1,3,4,71370.07
162.01,9,3,3,2,1,4,5,119935.18
168.67,7,3,2,1,1,6,4,144677.03
123.17,6,3,1,1,1,6,7,116638.37
156.45,7,3,1,2,1,6,1,128402.4
126.87,7,4,1,1,1,5,3,99745.79
116.88,4,1,1,1,1,3,5,74777.22
171.25,8,4,2,1,1,6,7,153648.01
159.35,7,3,2,1,1,8,4,165602.7
231.53,9,4,2,2,1,7,6,218783.04
192.64,10,5,3,1,1,5,5,156656.51
160.95,8,4,2,1,1,4,1,109846.36
224.06,8,3,3,1,1,9,4,239792.16
118.48,4,1,1,1,1,9,6,132152.87
185.97,8,3,2,2,1,6,7,166302.84
178.9,6,2,2,1,1,6,6,157779.91
95.6,4,1,1,1,1,8,1,97580.13
151.32,7,4,1,1,1,5,6,122846.56
135.55,6,2,1,2,1,3,2,81801.34
173.83,6,2,2,1,1,8,1,165712.92
107.29,6,3,1,1,1,9,1,121729.35
180.61,7,3,2,1,1,5,6,140446.67
164.57,6,3,1,1,1,9,1,166312.05
105.56,4,1,1,1,1,9,7,123765.29
165.87,7,3,1,2,1,3,6,104736.12
215.06,9,4,2,2,1,6,2,178537.63
209.31,7,4,1,1,1,7,6,191882.85
106.16,6,3,1,1,1,9,2,120541.15
147.24,6,3,1,1,1,6,1,121412.6
117.23,6,2,2,1,1,5,5,97267.04
155.09,6,3,1,1,1,3,4,93415.47
147.13,8,3,3,1,1,5,6,126480.55
169.3,7,2,2,2,1,8,3,170927.96
101.28,5,2,1,1,1,4,7,75845.35
